-33.957683,18.46318
-33.957683,18.46318
-33.957683,18.46318
-33.957683,18.46318
-33.957683,18.46318
-33.957683,18.46318
-33.957683,18.46318
-33.957683,18.46318
-33.957683,18.46318
-33.957683,18.46318
-33.957683,18.46318
-33.957683,18.46318
-33.957683,18.46318
-33.957683,18.46318
-33.95768268,18.46318
-33.95768235,18.46318
-33.95768184,18.46318
-33.95768133,18.46318
-33.95768108,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768083,18.46318
-33.95768074,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768065,18.46318
-33.95768056,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
-33.95768048,18.46318
